OrderNumber,OrderDate,WarehouseCode,Sales Channel,StoreID,SalesTeamID,CustomerID,ProductID,Order_Quantity,Discount_Applied,Unit_Price,Unit_Cost
SO - 0003372,6/18/2019,WARE-XYS1001,4,30,28,1,24,3,0.05,2941.30,2176.56
SO - 0003373,6/18/2019,WARE-MKL1006,2,352,13,41,13,3,0.2,5534.20,4095.31
SO - 0003374,6/18/2019,WARE-MKL1006,2,355,18,6,38,7,0.075,1132.30,532.18
SO - 0003375,6/18/2019,WARE-NBV1002,1,84,6,41,2,6,0.05,1822.40,911.20
SO - 0003376,6/18/2019,WARE-XYS1001,1,8,9,41,27,8,0.2,187.60,138.82
SO - 0003377,6/18/2019,WARE-UHY1004,1,214,2,33,9,6,0.05,1045.20,857.06
SO - 0003378,6/18/2019,WARE-XYS1001,1,1,5,7,43,2,0.3,2351.70,1269.92
SO - 0003379,6/18/2019,WARE-UHY1004,2,232,19,23,23,6,0.05,3517.50,2778.83
SO - 0003380,6/18/2019,WARE-NMK1003,1,195,2,3,17,1,0.1,5380.10,4357.88
SO - 0003381,6/19/2019,WARE-XYS1001,2,54,16,38,42,2,0.05,1025.10,727.82
SO - 0003382,6/19/2019,WARE-NMK1003,2,108,17,35,3,5,0.075,1038.50,778.88
SO - 0003383,6/19/2019,WARE-XYS1001,3,23,25,21,32,1,0.075,4006.60,2604.29
SO - 0003384,6/19/2019,WARE-UHY1004,1,204,8,25,6,3,0.15,5313.10,3772.30
SO - 0003385,6/20/2019,WARE-NMK1003,2,138,19,43,36,5,0.05,1246.20,934.65
SO - 0003386,6/20/2019,WARE-MKL1006,1,354,8,20,1,8,0.1,850.90,433.96
SO - 0003387,6/20/2019,WARE-NBV1002,1,83,1,25,6,1,0.05,6411.90,2821.24
SO - 0003388,6/20/2019,WARE-PUJ1005,1,293,11,47,46,1,0.05,268.00,163.48
SO - 0003389,6/20/2019,WARE-PUJ1005,3,262,24,29,43,1,0.05,2485.70,1615.71
SO - 0003390,6/20/2019,WARE-MKL1006,1,366,12,14,33,1,0.075,1782.20,1372.29
SO - 0003391,6/20/2019,WARE-NBV1002,4,83,26,8,46,1,0.15,1273.00,509.20
SO - 0003392,6/21/2019,WARE-PUJ1005,1,273,4,22,47,4,0.05,3859.20,1698.05
SO - 0003393,6/21/2019,WARE-NMK1003,3,100,23,45,19,6,0.075,5534.20,4095.31
SO - 0003394,6/21/2019,WARE-NMK1003,2,141,12,4,43,4,0.075,797.30,414.60
SO - 0003395,6/21/2019,WARE-NBV1002,2,59,15,31,27,4,0.4,1748.70,1294.04
SO - 0003396,6/21/2019,WARE-MKL1006,2,340,14,29,32,2,0.05,3919.50,3135.60
SO - 0003397,6/21/2019,WARE-XYS1001,1,8,7,5,46,1,0.05,201.00,142.71
SO - 0003398,6/21/2019,WARE-NMK1003,3,185,20,43,23,6,0.3,864.30,622.30
SO - 0003399,6/21/2019,WARE-MKL1006,1,344,1,20,12,1,0.075,1072.00,814.72
SO - 0003400,6/21/2019,WARE-NMK1003,1,157,5,10,35,2,0.075,817.40,645.75
SO - 0003401,6/22/2019,WARE-NMK1003,4,96,27,38,43,4,0.1,3946.30,2801.87
SO - 0003402,6/22/2019,WARE-PUJ1005,2,287,17,32,29,3,0.15,737.00,412.72
SO - 0003403,6/22/2019,WARE-NMK1003,3,131,21,47,11,6,0.05,2559.40,1356.48
SO - 0003404,6/22/2019,WARE-UHY1004,1,245,4,10,43,3,0.05,6351.60,2921.74
SO - 0003405,6/22/2019,WARE-NMK1003,4,115,26,8,10,1,0.15,5721.80,3719.17
SO - 0003406,6/22/2019,WARE-UHY1004,2,207,14,24,19,2,0.15,6137.20,4296.04
SO - 0003407,6/22/2019,WARE-NMK1003,3,160,22,30,1,5,0.1,261.30,198.59
SO - 0003408,6/23/2019,WARE-NMK1003,1,146,8,40,15,8,0.075,3919.50,2900.43
SO - 0003409,6/23/2019,WARE-NMK1003,1,175,2,37,45,7,0.3,1259.60,919.51
SO - 0003410,6/23/2019,WARE-NMK1003,1,98,11,38,34,5,0.1,2358.40,1532.96
SO - 0003411,6/23/2019,WARE-MKL1006,1,364,10,45,41,4,0.05,2887.70,1443.85
SO - 0003412,6/23/2019,WARE-MKL1006,3,359,23,42,36,5,0.05,1065.30,628.53
SO - 0003413,6/23/2019,WARE-NBV1002,3,86,22,5,43,3,0.3,5326.50,2503.46
SO - 0003414,6/23/2019,WARE-PUJ1005,2,280,17,31,10,8,0.05,3423.70,1540.67
SO - 0003415,6/24/2019,WARE-NMK1003,1,172,1,45,25,2,0.4,3879.30,1823.27
SO - 0003416,6/24/2019,WARE-PUJ1005,1,328,9,22,27,3,0.3,3926.20,3258.75
SO - 0003417,6/24/2019,WARE-UHY1004,1,254,3,44,23,4,0.2,998.30,798.64
SO - 0003418,6/24/2019,WARE-XYS1001,2,9,16,40,36,8,0.05,917.90,523.20
SO - 0003419,6/25/2019,WARE-XYS1001,2,6,16,46,12,6,0.075,1098.80,637.30
SO - 0003420,6/25/2019,WARE-NMK1003,1,188,12,44,21,2,0.4,3993.20,2515.72
SO - 0003421,6/25/2019,WARE-NMK1003,3,113,25,14,40,5,0.05,2485.70,1640.56
SO - 0003422,6/25/2019,WARE-XYS1001,1,5,8,33,44,2,0.075,221.10,121.61
SO - 0003423,6/25/2019,WARE-PUJ1005,2,298,15,26,8,2,0.05,2237.80,1566.46
SO - 0003424,6/25/2019,WARE-XYS1001,2,40,18,40,34,7,0.3,2244.50,1391.59
SO - 0003425,6/25/2019,WARE-PUJ1005,1,300,11,24,15,8,0.15,737.00,449.57
SO - 0003426,6/26/2019,WARE-PUJ1005,2,300,15,18,42,4,0.2,2244.50,1279.37
SO - 0003427,6/26/2019,WARE-UHY1004,2,236,20,36,29,8,0.05,3953.00,2767.10
SO - 0003428,6/26/2019,WARE-XYS1001,2,48,13,27,39,7,0.4,4020.00,2251.20
SO - 0003429,6/26/2019,WARE-NMK1003,4,168,28,29,45,4,0.075,6411.90,3911.26
SO - 0003430,6/26/2019,WARE-XYS1001,3,18,21,24,18,1,0.1,1782.20,1354.47
SO - 0003431,6/26/2019,WARE-PUJ1005,1,272,7,19,3,3,0.1,998.30,549.07
SO - 0003432,6/26/2019,WARE-UHY1004,2,257,18,37,43,8,0.05,710.20,568.16
SO - 0003433,6/26/2019,WARE-NMK1003,1,149,7,30,27,8,0.15,227.80,154.90
SO - 0003434,6/26/2019,WARE-NMK1003,3,177,23,35,8,1,0.15,1065.30,724.40
SO - 0003435,6/26/2019,WARE-PUJ1005,2,312,18,49,4,6,0.1,214.40,120.06
SO - 0003436,6/26/2019,WARE-NMK1003,3,145,22,17,43,1,0.075,1286.40,836.16
SO - 0003437,6/26/2019,WARE-NMK1003,1,182,3,44,34,5,0.075,1051.90,715.29
SO - 0003438,6/27/2019,WARE-MKL1006,2,345,14,45,27,4,0.1,5272.90,3849.22
SO - 0003439,6/27/2019,WARE-UHY1004,1,206,3,26,26,8,0.1,1018.40,835.09
SO - 0003440,6/27/2019,WARE-NMK1003,1,96,6,31,30,6,0.4,3651.50,2117.87
SO - 0003441,6/27/2019,WARE-XYS1001,2,56,14,30,10,4,0.2,2284.70,1759.22
SO - 0003442,6/27/2019,WARE-NMK1003,2,161,17,16,12,2,0.05,6378.40,3061.63
SO - 0003443,6/28/2019,WARE-PUJ1005,1,325,10,38,14,6,0.15,6385.10,4661.12
SO - 0003444,6/28/2019,WARE-XYS1001,4,27,28,32,16,7,0.1,5065.20,3900.20
SO - 0003445,6/28/2019,WARE-UHY1004,4,228,27,31,32,6,0.075,1085.40,586.12
SO - 0003446,6/28/2019,WARE-UHY1004,4,213,28,10,17,1,0.075,2445.50,1760.76
SO - 0003447,6/28/2019,WARE-XYS1001,1,31,8,31,32,7,0.05,247.90,131.39
SO - 0003448,6/28/2019,WARE-PUJ1005,1,313,9,45,15,7,0.05,1072.00,825.44
SO - 0003449,6/28/2019,WARE-NMK1003,3,144,23,29,24,4,0.075,2599.60,1429.78
SO - 0003450,6/28/2019,WARE-NBV1002,1,68,6,20,37,6,0.15,254.60,178.22
SO - 0003451,6/28/2019,WARE-PUJ1005,1,277,10,48,38,2,0.075,6378.40,3890.82
SO - 0003452,6/28/2019,WARE-UHY1004,4,233,28,8,43,2,0.075,261.30,164.62
SO - 0003453,6/29/2019,WARE-MKL1006,1,340,10,10,46,7,0.1,2345.00,1969.80
SO - 0003454,6/29/2019,WARE-NBV1002,1,71,1,30,39,4,0.05,1675.00,670.00
SO - 0003455,6/29/2019,WARE-XYS1001,3,53,22,24,32,3,0.05,2512.50,1130.63
SO - 0003456,6/29/2019,WARE-NMK1003,1,176,11,32,35,4,0.05,3926.20,2905.39
SO - 0003457,6/29/2019,WARE-UHY1004,1,220,11,45,29,8,0.075,5366.70,4239.69
SO - 0003458,6/29/2019,WARE-PUJ1005,2,292,17,17,43,1,0.1,877.70,623.17
SO - 0003459,6/29/2019,WARE-PUJ1005,1,270,8,47,32,6,0.075,1058.60,539.89
SO - 0003460,6/29/2019,WARE-PUJ1005,1,275,11,19,3,6,0.075,1072.00,493.12
SO - 0003461,6/30/2019,WARE-MKL1006,4,329,27,29,40,5,0.075,3912.80,2543.32
SO - 0003462,6/30/2019,WARE-PUJ1005,1,305,10,39,38,1,0.1,227.80,107.07
SO - 0003463,6/30/2019,WARE-XYS1001,4,30,27,29,21,2,0.075,1139.00,558.11
SO - 0003464,6/30/2019,WARE-UHY1004,3,223,25,47,28,6,0.05,201.00,98.49
SO - 0003465,6/30/2019,WARE-PUJ1005,1,326,11,35,44,4,0.075,1038.50,799.65
SO - 0003466,6/30/2019,WARE-NMK1003,3,155,24,12,39,5,0.3,254.60,142.58
SO - 0003467,6/30/2019,WARE-PUJ1005,1,320,11,44,40,6,0.1,1058.60,518.71
SO - 0003468,7/1/2019,WARE-PUJ1005,1,292,3,10,17,5,0.1,247.90,198.32
SO - 0003469,7/1/2019,WARE-MKL1006,2,332,15,34,3,7,0.05,1025.10,481.80
SO - 0003470,7/1/2019,WARE-PUJ1005,1,320,2,19,22,1,0.075,5782.10,3700.54
SO - 0003471,7/1/2019,WARE-NMK1003,4,97,28,25,9,8,0.2,1051.90,462.84
SO - 0003472,7/1/2019,WARE-UHY1004,3,237,21,26,45,8,0.075,844.20,379.89
SO - 0003473,7/1/2019,WARE-NMK1003,1,189,10,20,35,2,0.1,2412.00,2026.08
SO - 0003474,7/2/2019,WARE-PUJ1005,3,293,21,18,10,7,0.05,1031.80,804.80
SO - 0003475,7/2/2019,WARE-NMK1003,3,172,24,21,36,1,0.1,5983.10,3410.37
SO - 0003476,7/2/2019,WARE-NMK1003,3,128,22,12,47,7,0.05,830.80,697.87
SO - 0003477,7/2/2019,WARE-PUJ1005,2,262,17,1,23,8,0.1,1092.10,633.42
SO - 0003478,7/2/2019,WARE-NMK1003,1,193,5,24,30,3,0.2,1011.70,718.31
SO - 0003479,7/2/2019,WARE-UHY1004,1,208,11,25,33,3,0.075,1882.70,1186.10
SO - 0003480,7/2/2019,WARE-NMK1003,4,171,27,8,37,2,0.075,1252.90,914.62
SO - 0003481,7/2/2019,WARE-NMK1003,3,140,24,6,31,8,0.2,1708.50,1435.14
SO - 0003482,7/2/2019,WARE-PUJ1005,1,268,3,37,35,1,0.1,1273.00,954.75
SO - 0003483,7/2/2019,WARE-UHY1004,2,219,17,3,38,2,0.15,2438.80,1341.34
SO - 0003484,7/2/2019,WARE-UHY1004,1,255,10,27,15,1,0.1,3061.90,1745.28
SO - 0003485,7/2/2019,WARE-MKL1006,3,360,23,2,28,6,0.15,3061.90,1224.76
SO - 0003486,7/2/2019,WARE-NMK1003,1,119,1,6,24,1,0.05,167.50,142.38
SO - 0003487,7/2/2019,WARE-PUJ1005,2,323,14,47,2,6,0.15,3993.20,3234.49
SO - 0003488,7/2/2019,WARE-PUJ1005,1,326,3,10,21,5,0.1,1125.60,585.31
SO - 0003489,7/2/2019,WARE-NMK1003,3,191,24,17,4,3,0.075,1159.10,846.14
SO - 0003490,7/2/2019,WARE-UHY1004,2,222,14,29,32,1,0.075,1038.50,810.03
SO - 0003491,7/3/2019,WARE-UHY1004,2,220,16,33,39,4,0.1,214.40,135.07
SO - 0003492,7/3/2019,WARE-NMK1003,2,116,15,47,16,7,0.15,1748.70,804.40
SO - 0003493,7/3/2019,WARE-PUJ1005,2,275,19,38,43,1,0.05,2834.10,1445.39
SO - 0003494,7/3/2019,WARE-UHY1004,4,232,27,39,46,7,0.075,2324.90,953.21
SO - 0003495,7/3/2019,WARE-UHY1004,4,227,26,43,45,1,0.3,1815.70,1470.72
SO - 0003496,7/3/2019,WARE-NBV1002,2,68,17,5,9,3,0.1,187.60,99.43
SO - 0003497,7/3/2019,WARE-UHY1004,1,224,10,11,37,2,0.2,1232.80,505.45
SO - 0003498,7/3/2019,WARE-PUJ1005,2,326,17,38,12,5,0.075,978.20,498.88
SO - 0003499,7/4/2019,WARE-UHY1004,1,211,7,1,27,4,0.05,1172.50,914.55
SO - 0003500,7/4/2019,WARE-NMK1003,1,147,8,28,9,1,0.15,1105.50,442.20
SO - 0003501,7/4/2019,WARE-MKL1006,2,350,20,10,25,5,0.075,2760.40,1739.05
SO - 0003502,7/4/2019,WARE-XYS1001,2,53,17,47,10,1,0.05,268.00,134.00
SO - 0003503,7/4/2019,WARE-NBV1002,1,74,6,21,20,7,0.1,1246.20,984.50
SO - 0003504,7/5/2019,WARE-UHY1004,2,214,15,42,31,1,0.05,2720.20,1441.71
SO - 0003505,7/5/2019,WARE-NMK1003,2,174,19,13,17,4,0.4,1132.30,962.46
SO - 0003506,7/5/2019,WARE-UHY1004,2,229,19,21,9,2,0.15,1051.90,494.39
SO - 0003507,7/5/2019,WARE-MKL1006,1,329,6,16,16,3,0.2,1112.20,556.10
SO - 0003508,7/5/2019,WARE-NMK1003,1,124,9,21,29,5,0.05,3886.00,2953.36
SO - 0003509,7/5/2019,WARE-MKL1006,1,339,7,45,30,2,0.1,2479.00,1834.46
SO - 0003510,7/5/2019,WARE-NMK1003,2,139,15,24,10,1,0.15,1085.40,542.70
SO - 0003511,7/5/2019,WARE-UHY1004,1,209,5,21,3,6,0.075,683.40,369.04
SO - 0003512,7/5/2019,WARE-PUJ1005,4,281,26,26,18,1,0.05,944.70,415.67
SO - 0003513,7/6/2019,WARE-UHY1004,1,208,7,33,32,4,0.075,1045.20,648.02
SO - 0003514,7/6/2019,WARE-MKL1006,1,343,5,18,14,7,0.2,1118.90,626.58
SO - 0003515,7/6/2019,WARE-UHY1004,2,257,19,30,13,3,0.1,1956.40,782.56
SO - 0003516,7/6/2019,WARE-NBV1002,2,83,17,42,26,8,0.4,1085.40,434.16
SO - 0003517,7/6/2019,WARE-PUJ1005,3,321,23,20,46,1,0.1,1112.20,934.25
SO - 0003518,7/6/2019,WARE-NBV1002,3,67,20,12,6,3,0.05,247.90,146.26
SO - 0003519,7/7/2019,WARE-UHY1004,1,249,12,40,37,4,0.05,1139.00,728.96
SO - 0003520,7/7/2019,WARE-NMK1003,1,133,10,41,12,1,0.4,1038.50,633.49
SO - 0003521,7/7/2019,WARE-NMK1003,3,179,23,46,25,3,0.05,1078.70,841.39
SO - 0003522,7/7/2019,WARE-NMK1003,1,191,5,29,39,3,0.075,3604.60,2270.90
SO - 0003523,7/7/2019,WARE-NMK1003,3,141,23,16,3,7,0.075,871.00,531.31
SO - 0003524,7/7/2019,WARE-NMK1003,4,132,28,47,26,3,0.05,984.90,512.15
SO - 0003525,7/7/2019,WARE-NMK1003,2,153,18,39,21,8,0.2,5989.80,4552.25
SO - 0003526,7/7/2019,WARE-NBV1002,4,86,27,28,47,5,0.1,978.20,616.27
SO - 0003527,7/7/2019,WARE-XYS1001,4,1,27,8,5,7,0.1,1701.80,1429.51
SO - 0003528,7/7/2019,WARE-NMK1003,2,170,12,24,6,8,0.15,1688.40,1080.58
SO - 0003529,7/8/2019,WARE-NMK1003,1,177,6,16,44,5,0.05,2479.00,1065.97
SO - 0003530,7/8/2019,WARE-XYS1001,4,57,26,42,4,6,0.05,214.40,175.81
SO - 0003531,7/8/2019,WARE-XYS1001,2,43,15,41,14,6,0.3,1902.80,1046.54
SO - 0003532,7/8/2019,WARE-PUJ1005,1,272,12,11,14,4,0.05,268.00,214.40
SO - 0003533,7/8/2019,WARE-XYS1001,1,16,4,5,19,8,0.15,884.40,725.21
SO - 0003534,7/8/2019,WARE-NMK1003,2,197,15,32,1,7,0.1,1118.90,939.88
SO - 0003535,7/8/2019,WARE-XYS1001,2,9,16,10,38,4,0.075,1976.50,1462.61
SO - 0003536,7/9/2019,WARE-XYS1001,1,38,6,41,8,5,0.1,6411.90,3526.55
SO - 0003537,7/9/2019,WARE-MKL1006,2,341,15,18,38,5,0.075,1279.70,870.20
SO - 0003538,7/9/2019,WARE-NBV1002,1,73,9,1,43,2,0.05,1051.90,831.00
SO - 0003539,7/9/2019,WARE-NMK1003,2,120,20,42,1,1,0.05,1889.40,1020.28
SO - 0003540,7/9/2019,WARE-UHY1004,2,209,20,49,6,2,0.05,1078.70,528.56
SO - 0003541,7/9/2019,WARE-UHY1004,2,239,13,48,17,2,0.15,2505.80,1678.89
SO - 0003542,7/10/2019,WARE-MKL1006,2,339,15,13,10,5,0.15,2847.50,1708.50
SO - 0003543,7/10/2019,WARE-PUJ1005,1,275,10,15,17,2,0.05,2780.50,1445.86
SO - 0003544,7/10/2019,WARE-PUJ1005,3,286,23,12,23,7,0.05,2358.40,1249.95
SO - 0003545,7/10/2019,WARE-PUJ1005,1,313,2,17,18,3,0.05,6411.90,4680.69
SO - 0003546,7/10/2019,WARE-XYS1001,1,31,8,38,4,6,0.075,1118.90,469.94
SO - 0003547,7/10/2019,WARE-NBV1002,3,80,22,50,12,2,0.1,5279.60,3431.74
SO - 0003548,7/10/2019,WARE-PUJ1005,4,278,26,41,24,6,0.15,1172.50,644.88
SO - 0003549,7/10/2019,WARE-XYS1001,3,5,25,49,20,8,0.1,1045.20,480.79
SO - 0003550,7/10/2019,WARE-UHY1004,2,203,14,1,41,5,0.05,1025.10,635.56
SO - 0003551,7/10/2019,WARE-NBV1002,1,71,10,49,21,6,0.1,5420.30,3577.40
SO - 0003552,7/11/2019,WARE-MKL1006,3,343,25,37,27,2,0.05,844.20,616.27
SO - 0003553,7/11/2019,WARE-NMK1003,1,151,9,42,32,4,0.15,3859.20,3241.73
SO - 0003554,7/11/2019,WARE-PUJ1005,2,303,14,45,47,5,0.1,3986.50,2232.44
SO - 0003555,7/12/2019,WARE-NMK1003,1,92,10,15,22,5,0.15,1829.10,859.68
SO - 0003556,7/12/2019,WARE-NMK1003,4,151,26,11,28,8,0.3,2425.40,1455.24
SO - 0003557,7/12/2019,WARE-NMK1003,2,112,13,14,33,2,0.15,1078.70,679.58
SO - 0003558,7/12/2019,WARE-NMK1003,3,153,22,5,2,7,0.1,3189.20,2423.79
SO - 0003559,7/12/2019,WARE-PUJ1005,3,328,22,18,20,7,0.05,810.70,664.77
SO - 0003560,7/12/2019,WARE-NMK1003,1,173,1,18,37,4,0.05,3819.00,2062.26
SO - 0003561,7/13/2019,WARE-NMK1003,4,151,27,7,6,8,0.075,3564.40,2566.37
SO - 0003562,7/13/2019,WARE-NMK1003,3,187,22,48,47,1,0.05,2351.70,1011.23
SO - 0003563,7/13/2019,WARE-UHY1004,2,239,15,33,2,1,0.3,1165.80,827.72
SO - 0003564,7/13/2019,WARE-NMK1003,2,127,20,48,28,7,0.05,1112.20,633.95
SO - 0003565,7/13/2019,WARE-UHY1004,2,215,12,50,45,5,0.1,877.70,623.17
SO - 0003566,7/14/2019,WARE-PUJ1005,1,305,7,26,47,6,0.15,1788.90,1431.12
SO - 0003567,7/14/2019,WARE-NMK1003,3,145,22,37,41,3,0.075,2546.00,1374.84
SO - 0003568,7/14/2019,WARE-NBV1002,2,87,13,37,42,2,0.05,2465.60,1725.92
SO - 0003569,7/14/2019,WARE-PUJ1005,4,291,27,43,42,1,0.15,5956.30,4228.97
SO - 0003570,7/14/2019,WARE-PUJ1005,2,296,16,34,46,5,0.05,1072.00,686.08
SO - 0003571,7/14/2019,WARE-MKL1006,2,337,16,19,41,8,0.1,978.20,674.96
SO - 0003572,7/14/2019,WARE-UHY1004,1,212,6,33,20,5,0.2,180.90,79.60
SO - 0003573,7/14/2019,WARE-NMK1003,3,112,21,41,46,1,0.05,857.60,428.80
SO - 0003574,7/14/2019,WARE-MKL1006,2,345,15,41,40,1,0.075,5755.30,3740.95
SO - 0003575,7/14/2019,WARE-PUJ1005,3,281,22,3,4,8,0.075,2485.70,1988.56
SO - 0003576,7/15/2019,WARE-NMK1003,1,199,9,30,25,1,0.1,864.30,639.58
SO - 0003577,7/15/2019,WARE-XYS1001,1,54,8,17,24,8,0.075,817.40,498.61
SO - 0003578,7/15/2019,WARE-NMK1003,1,170,10,25,37,5,0.075,1038.50,675.03
SO - 0003579,7/15/2019,WARE-NMK1003,1,114,7,32,36,4,0.15,1092.10,928.29
SO - 0003580,7/15/2019,WARE-PUJ1005,2,302,14,13,6,3,0.075,3825.70,1912.85
SO - 0003581,7/15/2019,WARE-PUJ1005,2,296,15,20,8,2,0.1,167.50,128.98
SO - 0003582,7/15/2019,WARE-NBV1002,3,80,21,24,42,7,0.075,3939.60,2127.38
SO - 0003583,7/15/2019,WARE-XYS1001,1,30,2,19,26,5,0.15,261.30,167.23
SO - 0003584,7/15/2019,WARE-UHY1004,1,235,9,12,37,5,0.15,2385.20,1454.97
SO - 0003585,7/15/2019,WARE-NBV1002,1,71,11,10,18,1,0.4,3865.90,3131.38
SO - 0003586,7/16/2019,WARE-PUJ1005,1,294,12,2,42,5,0.05,3832.40,1571.28
SO - 0003587,7/16/2019,WARE-NMK1003,1,129,11,1,1,2,0.1,3852.50,2658.23
SO - 0003588,7/16/2019,WARE-XYS1001,2,2,13,26,17,1,0.075,214.40,137.22
SO - 0003589,7/16/2019,WARE-PUJ1005,2,303,17,47,47,5,0.2,254.60,178.22
SO - 0003590,7/16/2019,WARE-MKL1006,3,353,23,22,13,5,0.3,1092.10,436.84
SO - 0003591,7/17/2019,WARE-MKL1006,1,347,6,20,21,2,0.1,1688.40,911.74
SO - 0003592,7/17/2019,WARE-NMK1003,1,89,3,1,27,2,0.15,3021.70,1269.11
SO - 0003593,7/17/2019,WARE-NMK1003,2,110,19,42,8,8,0.4,3926.20,2866.13
SO - 0003594,7/17/2019,WARE-NBV1002,1,84,2,34,31,1,0.15,2257.90,1241.85
SO - 0003595,7/17/2019,WARE-NMK1003,2,124,15,49,39,2,0.05,2586.20,2172.41
SO - 0003596,7/17/2019,WARE-PUJ1005,1,276,8,28,46,1,0.05,1065.30,617.87
SO - 0003597,7/17/2019,WARE-MKL1006,1,360,2,31,23,5,0.075,3075.30,1322.38
SO - 0003598,7/17/2019,WARE-PUJ1005,1,297,4,29,16,7,0.05,1165.80,547.93
SO - 0003599,7/17/2019,WARE-MKL1006,2,355,19,48,7,3,0.075,5875.90,2467.88
SO - 0003600,7/18/2019,WARE-XYS1001,4,7,27,45,10,3,0.075,207.70,145.39
SO - 0003601,7/18/2019,WARE-MKL1006,4,356,26,45,18,2,0.1,1038.50,872.34
SO - 0003602,7/18/2019,WARE-PUJ1005,1,266,9,47,3,1,0.4,6023.30,4758.41
SO - 0003603,7/18/2019,WARE-PUJ1005,1,302,4,19,42,5,0.05,964.80,501.70
SO - 0003604,7/18/2019,WARE-PUJ1005,3,326,25,14,20,7,0.4,2371.80,1351.93
SO - 0003605,7/18/2019,WARE-NMK1003,2,107,18,9,36,5,0.2,884.40,742.90
SO - 0003606,7/18/2019,WARE-NBV1002,4,77,27,11,10,7,0.05,2941.30,2058.91
SO - 0003607,7/18/2019,WARE-NMK1003,1,99,6,30,37,1,0.05,1762.10,1251.09
SO - 0003608,7/18/2019,WARE-XYS1001,1,30,3,45,44,3,0.05,6398.50,5118.80
SO - 0003609,7/19/2019,WARE-NMK1003,4,130,27,40,42,7,0.2,1963.10,1197.49
SO - 0003610,7/19/2019,WARE-NMK1003,1,127,9,4,3,1,0.1,1038.50,654.26
SO - 0003611,7/19/2019,WARE-XYS1001,1,47,9,49,40,7,0.05,1226.10,674.36
SO - 0003612,7/19/2019,WARE-MKL1006,1,349,12,47,13,1,0.15,1219.40,841.39
SO - 0003613,7/19/2019,WARE-UHY1004,1,242,8,17,25,6,0.3,5748.60,2989.27
SO - 0003614,7/19/2019,WARE-MKL1006,3,350,25,33,16,6,0.2,777.20,334.20
SO - 0003615,7/19/2019,WARE-MKL1006,1,367,10,45,30,3,0.15,917.90,761.86
SO - 0003616,7/19/2019,WARE-NMK1003,1,185,8,31,16,6,0.15,1051.90,462.84
SO - 0003617,7/19/2019,WARE-PUJ1005,1,272,1,10,17,5,0.1,1132.30,679.38
SO - 0003618,7/19/2019,WARE-PUJ1005,3,269,22,28,5,1,0.15,6164.00,3020.36
SO - 0003619,7/19/2019,WARE-PUJ1005,1,311,8,45,36,4,0.05,2539.30,2082.23
SO - 0003620,7/20/2019,WARE-UHY1004,3,246,23,32,38,5,0.15,6117.10,3792.60
SO - 0003621,7/20/2019,WARE-NMK1003,2,139,18,19,27,1,0.075,3852.50,2465.60
SO - 0003622,7/20/2019,WARE-UHY1004,2,239,14,32,39,3,0.05,3832.40,2069.50
SO - 0003623,7/20/2019,WARE-PUJ1005,1,300,1,7,33,8,0.1,1125.60,799.18
SO - 0003624,7/20/2019,WARE-PUJ1005,1,297,7,38,43,6,0.05,3088.70,1420.80
SO - 0003625,7/20/2019,WARE-XYS1001,1,20,10,29,38,6,0.05,1038.50,841.19
SO - 0003626,7/20/2019,WARE-UHY1004,2,219,19,27,33,7,0.1,757.10,431.55
SO - 0003627,7/20/2019,WARE-NMK1003,3,121,22,9,33,7,0.05,214.40,100.77
SO - 0003628,7/21/2019,WARE-NMK1003,1,178,10,39,17,4,0.05,750.40,607.82
SO - 0003629,7/21/2019,WARE-UHY1004,2,235,16,28,12,6,0.2,1045.20,606.22
SO - 0003630,7/21/2019,WARE-NMK1003,2,91,18,43,8,6,0.05,194.30,163.21
SO - 0003631,7/21/2019,WARE-NMK1003,1,145,1,38,9,7,0.075,234.50,147.74
SO - 0003632,7/21/2019,WARE-NMK1003,1,175,9,29,27,4,0.075,3597.90,2698.43
SO - 0003633,7/21/2019,WARE-NMK1003,2,134,14,32,3,4,0.1,790.60,387.39
SO - 0003634,7/21/2019,WARE-NBV1002,2,86,15,17,39,5,0.1,6177.40,3891.76
SO - 0003635,7/21/2019,WARE-NBV1002,2,72,18,11,7,6,0.075,1112.20,544.98
SO - 0003636,7/21/2019,WARE-XYS1001,4,14,26,30,1,1,0.1,1822.40,1530.82
SO - 0003637,7/21/2019,WARE-XYS1001,2,6,19,33,46,5,0.05,737.00,302.17
SO - 0003638,7/21/2019,WARE-NMK1003,1,189,6,23,24,1,0.1,790.60,656.20
SO - 0003639,7/21/2019,WARE-MKL1006,1,338,11,40,47,7,0.05,1011.70,505.85
SO - 0003640,7/22/2019,WARE-NMK1003,3,159,22,20,3,2,0.05,1165.80,489.64
SO - 0003641,7/22/2019,WARE-NMK1003,1,141,4,44,13,2,0.075,2211.00,1392.93
SO - 0003642,7/22/2019,WARE-XYS1001,1,7,2,4,25,2,0.075,750.40,487.76
SO - 0003643,7/22/2019,WARE-PUJ1005,1,306,8,19,25,8,0.075,1051.90,725.81
SO - 0003644,7/22/2019,WARE-UHY1004,3,247,24,33,41,7,0.1,5427.00,3201.93
SO - 0003645,7/22/2019,WARE-MKL1006,2,358,19,23,37,3,0.1,2505.80,1854.29
SO - 0003646,7/22/2019,WARE-NMK1003,1,200,10,28,17,3,0.075,3162.40,2624.79
SO - 0003647,7/22/2019,WARE-UHY1004,4,222,27,22,11,1,0.05,3122.20,1717.21
